Cell,Pack Voltage (V),SMod,S,Pack Current (A),P,MCnt,Pack Power (kW),Pack Energy (kWh),Total Pack Weight (kg),Cell Weight (kg),Total Wall Weight (kg),Grav Energy Density (Wh/kg),Grav Power Density (W/kg),Pack Length (mm),Pack Width (mm),Pack Height (mm),Total Wall Volume (mm³)
GRP9856117,488.40000000000003,22,132,111.0,1.0,6,54.2124,3.6141600000000005,20.96241698,18.216,2.74641698,0.17241141627171278,2.5861712440756914,209.0,333.0,116.0,1013438.0
GRP9856117,492.09999999999997,19,133,111.0,1.0,7,54.6231,3.6415399999999996,21.17608018,18.354,2.82208018,0.1719647814442682,2.5794717216640235,180.5,388.5,116.0,1041358.0
GRP9856117,473.6,16,128,111.0,1.0,8,52.56960000000001,3.50464,20.465663040000003,17.664,2.8016630399999998,0.1712448794427136,2.5686731916407046,152.0,444.0,116.0,1033824.0
GRP9856117,621.6,28,168,222.0,2.0,6,137.9952,9.19968,51.749945096000005,46.368,5.381945096,0.1777717828093133,2.6665767421396995,266.0,666.0,116.0,1985957.6
GRP9856117,621.6000000000001,24,168,222.0,2.0,7,137.99520000000004,9.199680000000003,51.882982248000005,46.368,5.514982248,0.17731594448494975,2.6597391672742465,228.0,777.0,116.0,2035048.8
GRP9856117,621.6,21,168,222.0,2.0,8,137.9952,9.19968,52.022888166,46.368,5.654888166,0.17683908610849733,2.65258629162746,199.5,888.0,116.0,2086674.6
GRP9856117,599.4000000000001,27,162,222.0,2.0,6,133.06680000000003,8.871120000000001,49.936128246,44.712,5.224128246,0.17764933549309758,2.664740032396464,256.5,666.0,116.0,1927722.6
GRP9856117,595.7,23,161,222.0,2.0,7,132.24540000000002,8.81636,49.768007384,44.436,5.332007384,0.17714914587547634,2.6572371881321457,218.5,777.0,116.0,1967530.4
GRP9856117,592.0,20,160,222.0,2.0,8,131.424,8.7616,49.606755287999995,44.16,5.446755287999999,0.17662110632177255,2.6493165948265887,190.0,888.0,116.0,2009872.7999999998
GRP9856117,621.6,28,168,111.0,1.0,6,68.9976,4.59984,26.548111616,23.184,3.364111616,0.17326430092405412,2.5989645138608117,266.0,333.0,116.0,1241369.6
GRP9856117,621.6000000000001,24,168,111.0,1.0,7,68.99760000000002,4.599840000000001,26.60089266,23.184,3.41689266,0.17292051281109155,2.5938076921663735,228.0,388.5,116.0,1260846.0
GRP9856117,621.6,21,168,111.0,1.0,8,68.9976,4.59984,26.660542470000003,23.184,3.47654247,0.1725336236190996,2.588004354286494,199.5,444.0,116.0,1282857.0
GRP9856117,592.0,32,160,111.0,1.0,5,65.712,4.3808,25.263223452,22.08,3.1832234519999996,0.17340621668186953,2.6010932502280433,304.0,277.5,116.0,1174621.2
GRP9856117,599.4000000000001,27,162,111.0,1.0,6,66.53340000000001,4.435560000000001,25.61716251,22.356,3.2611625099999997,0.17314798226651842,2.5972197339977767,256.5,333.0,116.0,1203381.0
GRP9856117,595.7,23,161,111.0,1.0,7,66.12270000000001,4.40818,25.515930164,22.218,3.297930164,0.17276187744938365,2.591428161740755,218.5,388.5,116.0,1216948.4
GRP9856117,592.0,20,160,111.0,1.0,8,65.712,4.3808,25.421566583999997,22.08,3.3415665839999997,0.17232612260635496,2.5848918390953246,190.0,444.0,116.0,1233050.4
GRPA344145,414.40000000000003,28,112,234.0,2.0,4,96.9696,6.464640000000001,35.128662656,31.584,3.5446626560000003,0.18402750094148076,2.760412514122211,280.0,344.0,144.0,1307993.6
GRPA344145,407.0,22,110,234.0,2.0,5,95.238,6.3492,34.61740576,31.02,3.59740576,0.18341062423968307,2.7511593635952463,220.0,430.0,144.0,1327456.0
GRPA344145,421.79999999999995,19,114,234.0,2.0,6,98.70119999999999,6.580079999999999,35.968423584,32.148,3.8204235839999994,0.18294046122519103,2.7441069183778657,190.0,516.0,144.0,1409750.4
GRPA344145,414.40000000000003,16,112,234.0,2.0,7,96.9696,6.464640000000001,35.484093248,31.584,3.9000932479999992,0.18218416784158262,2.732762517623739,160.0,602.0,144.0,1439148.7999999998
GRPA344145,414.40000000000003,14,112,234.0,2.0,8,96.9696,6.464640000000001,35.620521152,31.584,4.036521152,0.18148639578893494,2.7222959368340236,140.0,688.0,144.0,1489491.2
GRPA344145,399.6,27,108,234.0,2.0,4,93.50640000000001,6.23376,33.896121696,30.456,3.4401216960000003,0.18390776549329038,2.758616482399356,270.0,344.0,144.0,1269417.6
GRPA344145,388.5,21,105,234.0,2.0,5,90.909,6.0606,33.07897344,29.61,3.46897344,0.18321608471293602,2.7482412706940402,210.0,430.0,144.0,1280064.0
GRPA344145,399.6,18,108,234.0,2.0,6,93.50640000000001,6.23376,34.124099904,30.456,3.6680999039999995,0.182679104138635,2.740186562079525,180.0,516.0,144.0,1353542.4
GRPA344145,388.5,15,105,234.0,2.0,7,90.909,6.0606,33.333878208,29.61,3.7238782079999995,0.18181502800791657,2.727225420118749,150.0,602.0,144.0,1374124.7999999998
GRPA344145,384.8,13,104,234.0,2.0,8,90.0432,6.00288,33.164414752,29.328,3.8364147519999996,0.18100364637485403,2.7150546956228103,130.0,688.0,144.0,1415651.2
GRPA344145,414.40000000000003,28,112,117.0,1.0,4,48.4848,3.2323200000000005,18.192617728,15.792,2.400617728,0.17767206722676215,2.665081008401432,280.0,172.0,144.0,885836.8
GRPA344145,407.0,22,110,117.0,1.0,5,47.619,3.1746,17.9010872,15.51,2.3910872,0.1773411840594799,2.660117760892199,220.0,215.0,144.0,882320.0
GRPA344145,421.79999999999995,19,114,117.0,1.0,6,49.35059999999999,3.2900399999999994,18.581083872,16.074,2.507083872,0.17706394431370012,2.655959164705502,190.0,258.0,144.0,925123.2
GRPA344145,414.40000000000003,16,112,117.0,1.0,7,48.4848,3.2323200000000005,18.316479903999998,15.792,2.5244799039999997,0.17647058916020858,2.6470588374031285,160.0,301.0,144.0,931542.3999999999
GRPA344145,414.40000000000003,14,112,117.0,1.0,8,48.4848,3.2323200000000005,18.375718336,15.792,2.583718336,0.17590169488327104,2.638525423249065,140.0,344.0,144.0,953401.6
GRPA344145,399.6,27,108,117.0,1.0,4,46.75320000000001,3.11688,17.553908448,15.228,2.325908448,0.17756045664890777,2.663406849733617,270.0,172.0,144.0,858268.8
GRPA344145,388.5,21,105,117.0,1.0,5,45.4545,3.0303,17.10494448,14.805,2.2999444799999997,0.17715930054863294,2.6573895082294943,210.0,215.0,144.0,848688.0
GRPA344145,399.6,18,108,117.0,1.0,6,46.75320000000001,3.11688,17.627507712,15.228,2.3995077119999997,0.17681909722712366,2.6522864584068553,180.0,258.0,144.0,885427.2
