/'Data'/'Voltage',/'Data'/'Current',/'Data'/'Energy',/'Data'/'GLV',/'Data'/'TeamSignal1',/'Data'/'TeamSignal2',/'Data'/'TeamSignal3',/'Data'/'TeamSignal4',/'Data'/'Violation'
473.83902,0.022000002,2.0,24.486996,0,0,0,0,0
475.187,0.030000001,2.0,24.066618,0,0,0,0,0
475.85403,0.031000001,2.0,24.22426,0,0,0,0,0
476.86902,0.027,2.0,24.294323,0,0,0,0,0
478.00903,0.027,2.0,24.049103,0,0,0,0,0
478.92703,0.025,2.0,24.451963,0,0,0,0,0
479.747,0.023000002,2.0,24.399418,0,0,0,0,0
480.80402,0.024000002,2.0,24.311838,0,0,0,0,0
481.72202,0.022000002,2.0,24.276806,0,0,0,0,0
482.51404,0.027,2.0,24.381903,0,0,0,0,0
483.584,0.024000002,2.0,24.294323,0,0,0,0,0
484.48804,0.024000002,2.0,24.34687,0,0,0,0,0
485.14203,0.018000001,2.0,24.206745,0,0,0,0,0
486.351,0.024000002,2.0,24.241774,0,0,0,0,0
486.92102,0.027,2.0,24.399418,0,0,0,0,0
487.769,0.021000002,2.0,24.434448,0,0,0,0,0
488.89502,0.019000001,2.0,24.486996,0,0,0,0,0
489.52103,0.020000001,2.0,24.154196,0,0,0,0,0
490.27203,0.028,2.0,24.189228,0,0,0,0,0
491.35602,0.026,2.0,23.979038,0,0,0,0,0
491.99603,0.022000002,2.0,24.189228,0,0,0,0,0
492.70502,0.024000002,2.0,24.329353,0,0,0,0,0
493.72003,0.032,2.0,24.206745,0,0,0,0,0
494.47003,0.027,2.0,24.171713,0,0,0,0,0
495.16602,0.017,2.0,24.329353,0,0,0,0,0
496.11102,0.021000002,2.0,24.364386,0,0,0,0,0
496.80603,0.015000001,2.0,24.399418,0,0,0,0,0
497.446,0.022000002,2.0,24.171713,0,0,0,0,0
498.48804,0.019000001,2.0,24.276806,0,0,0,0,0
498.87802,0.025,2.0,24.01407,0,0,0,0,0
499.78104,0.017,2.0,24.416931,0,0,0,0,0
500.57404,0.025,2.0,24.381903,0,0,0,0,0
501.24103,0.024000002,2.0,24.294323,0,0,0,0,0
501.92203,0.025,2.0,24.084135,0,0,0,0,0
502.77103,0.014,2.0,24.22426,0,0,0,0,0
503.38202,0.026,2.0,24.154196,0,0,0,0,0
503.93802,0.022000002,2.0,24.329353,0,0,0,0,0
504.85602,0.028,2.0,23.873945,0,0,0,0,0
505.48203,0.018000001,2.0,24.381903,0,0,0,0,0
506.066,0.015000001,2.0,24.276806,0,0,0,0,0
506.78802,0.014,2.0,24.34687,0,0,0,0,0
507.40002,0.015000001,2.0,24.241774,0,0,0,0,0
507.95602,0.022000002,2.0,24.189228,0,0,0,0,0
508.83203,0.018000001,2.0,24.381903,0,0,0,0,0
509.40204,0.019000001,2.0,24.25929,0,0,0,0,0
509.98602,0.016,2.0,24.294323,0,0,0,0,0
510.69504,0.019000001,2.0,24.294323,0,0,0,0,0
511.15402,0.016,2.0,24.066618,0,0,0,0,0
511.821,0.018000001,2.0,24.311838,0,0,0,0,0
512.53,0.021000002,2.0,24.101648,0,0,0,0,0
513.086,0.018000001,2.0,24.311838,0,0,0,0,0
513.71204,0.020000001,2.0,24.154196,0,0,0,0,0
514.421,0.022000002,2.0,24.241774,0,0,0,0,0
514.88,0.017,2.0,24.294323,0,0,0,0,0
515.353,0.021000002,2.0,24.206745,0,0,0,0,0
516.159,0.015000001,2.0,24.294323,0,0,0,0,0
516.604,0.015000001,2.0,23.961523,0,0,0,0,0
517.28503,0.018000001,2.0,24.206745,0,0,0,0,0
517.80005,0.019000001,2.0,24.25929,0,0,0,0,0
518.356,0.017,2.0,24.25929,0,0,0,0,0
518.731,0.015000001,2.0,24.241774,0,0,0,0,0
519.38403,0.017,2.0,24.171713,0,0,0,0,0
519.843,0.008,2.0,24.031588,0,0,0,0,0
520.46906,0.021000002,2.0,24.171713,0,0,0,0,0
520.96906,0.015000001,2.0,24.084135,0,0,0,0,0
521.45605,0.016,2.0,24.171713,0,0,0,0,0
522.04004,0.023000002,2.0,24.084135,0,0,0,0,0
522.65204,0.015000001,2.0,24.22426,0,0,0,0,0
522.93005,0.021000002,2.0,24.451963,0,0,0,0,0
523.541,0.018000001,2.0,24.101648,0,0,0,0,0
524.111,0.019000001,2.0,24.189228,0,0,0,0,0
524.50104,0.016,2.0,24.171713,0,0,0,0,0
524.96,0.017,2.0,23.89146,0,0,0,0,0
525.46,0.007,2.0,24.171713,0,0,0,0,0
525.905,0.015000001,2.0,24.13668,0,0,0,0,0
526.392,0.012000001,2.0,24.189228,0,0,0,0,0
526.948,0.019000001,2.0,24.294323,0,0,0,0,0
527.351,0.015000001,2.0,24.329353,0,0,0,0,0
527.81,0.007,2.0,24.154196,0,0,0,0,0
528.268,0.015000001,2.0,24.189228,0,0,0,0,0
528.72705,0.014,2.0,24.381903,0,0,0,0,0
529.117,0.007,2.0,24.189228,0,0,0,0,0
529.645,0.012000001,2.0,24.206745,0,0,0,0,0
530.00604,0.016,2.0,24.22426,0,0,0,0,0
530.354,0.018000001,2.0,24.25929,0,0,0,0,0
530.882,0.009000001,2.0,24.381903,0,0,0,0,0
531.369,0.014,2.0,24.329353,0,0,0,0,0
531.633,0.013,2.0,24.364386,0,0,0,0,0
532.203,0.012000001,2.0,24.329353,0,0,0,0,0
532.53705,0.012000001,2.0,24.154196,0,0,0,0,0
532.843,0.008,2.0,24.311838,0,0,0,0,0
533.28705,0.009000001,2.0,24.364386,0,0,0,0,0
533.635,0.011000001,2.0,24.22426,0,0,0,0,0
534.205,0.016,2.0,24.206745,0,0,0,0,0
534.56604,0.007,2.0,24.276806,0,0,0,0,0
534.80304,0.016,2.0,24.294323,0,0,0,0,0
535.30304,0.013,2.0,24.329353,0,0,0,0,0
535.762,0.018000001,2.0,24.01407,0,0,0,0,0
536.04004,0.015000001,2.0,24.364386,0,0,0,0,0
536.374,0.011000001,2.0,24.189228,0,0,0,0,0
536.763,0.012000001,2.0,24.34687,0,0,0,0,0
537.05505,0.013,2.0,24.22426,0,0,0,0,0
537.486,0.010000001,2.0,24.381903,0,0,0,0,0
537.848,0.013,2.0,24.189228,0,0,0,0,0
538.12604,0.012000001,2.0,24.13668,0,0,0,0,0
538.473,0.0060000005,2.0,24.329353,0,0,0,0,0
538.89,0.007,2.0,24.25929,0,0,0,0,0
539.28,0.012000001,2.0,23.979038,0,0,0,0,0
539.502,0.008,2.0,24.364386,0,0,0,0,0
540.01605,0.0050000004,2.0,23.996555,0,0,0,0,0
540.10004,0.011000001,2.0,24.329353,0,0,0,0,0
540.47504,0.016,2.0,24.22426,0,0,0,0,0
540.809,0.009000001,2.0,24.381903,0,0,0,0,0
541.156,0.012000001,2.0,23.996555,0,0,0,0,0
541.448,0.001,2.0,24.329353,0,0,0,0,0
541.838,0.007,2.0,24.01407,0,0,0,0,0
541.991,0.002,2.0,24.34687,0,0,0,0,0
542.463,0.007,2.0,23.821398,0,0,0,0,0
542.71405,0.010000001,2.0,24.25929,0,0,0,0,0
542.978,0.004,2.0,24.084135,0,0,0,0,0
543.325,0.012000001,2.0,24.13668,0,0,0,0,0
543.54803,0.011000001,2.0,24.241774,0,0,0,0,0
543.84,0.010000001,2.0,24.434448,0,0,0,0,0
544.24304,0.009000001,2.0,24.364386,0,0,0,0,0
544.43805,0.0060000005,2.0,24.329353,0,0,0,0,0
544.771,0.011000001,2.0,24.206745,0,0,0,0,0
544.994,0.011000001,2.0,24.22426,0,0,0,0,0
545.258,0.002,2.0,24.46948,0,0,0,0,0
545.60504,0.007,2.0,24.25929,0,0,0,0,0
545.87006,0.0,2.0,24.294323,0,0,0,0,0
546.09204,0.014,2.0,24.311838,0,0,0,0,0
546.34204,0.008,2.0,24.189228,0,0,0,0,0
546.648,0.0,2.0,24.25929,0,0,0,0,0
546.98206,0.008,2.0,24.50451,0,0,0,0,0
547.20404,0.0050000004,2.0,24.46948,0,0,0,0,0
547.218,0.004,2.0,24.206745,0,0,0,0,0
547.56604,0.0030000003,2.0,24.46948,0,0,0,0,0
547.94104,0.002,2.0,24.22426,0,0,0,0,0
548.205,0.0050000004,2.0,24.189228,0,0,0,0,0
548.497,0.008,2.0,24.34687,0,0,0,0,0
548.664,0.010000001,2.0,24.171713,0,0,0,0,0
548.87305,0.0030000003,2.0,24.416931,0,0,0,0,0
549.151,0.0050000004,2.0,24.189228,0,0,0,0,0
549.34503,0.009000001,2.0,24.329353,0,0,0,0,0
549.637,0.015000001,2.0,24.206745,0,0,0,0,0
549.86005,0.004,2.0,24.381903,0,0,0,0,0
550.15204,0.004,2.0,24.206745,0,0,0,0,0
550.388,0.0050000004,2.0,24.066618,0,0,0,0,0
550.471,0.010000001,2.0,24.416931,0,0,0,0,0
550.77704,0.011000001,2.0,24.189228,0,0,0,0,0
550.958,0.004,2.0,24.451963,0,0,0,0,0
551.16705,-0.002,2.0,24.084135,0,0,0,0,0
551.431,0.004,2.0,24.329353,0,0,0,0,0
551.66705,0.0,2.0,24.329353,0,0,0,0,0
551.848,0.0,2.0,24.241774,0,0,0,0,0
552.02905,0.0060000005,2.0,24.084135,0,0,0,0,0
552.20905,0.011000001,2.0,24.329353,0,0,0,0,0
552.487,0.0050000004,2.0,24.171713,0,0,0,0,0
552.682,0.010000001,2.0,24.154196,0,0,0,0,0
552.807,0.001,2.0,24.189228,0,0,0,0,0
553.127,0.007,2.0,23.89146,0,0,0,0,0
553.28,0.0050000004,2.0,24.486996,0,0,0,0,0
553.502,0.009000001,2.0,24.276806,0,0,0,0,0
553.752,0.0060000005,2.0,24.276806,0,0,0,0,0
553.76605,0.008,2.0,24.189228,0,0,0,0,0
554.017,0.004,2.0,24.381903,0,0,0,0,0
554.18304,0.012000001,2.0,24.34687,0,0,0,0,0
554.42004,0.0050000004,2.0,24.01407,0,0,0,0,0
554.448,0.0,2.0,23.85643,0,0,0,0,0
554.879,0.0050000004,2.0,24.01407,0,0,0,0,0
554.96204,0.002,2.0,24.434448,0,0,0,0,0
555.03204,-0.002,2.0,24.119165,0,0,0,0,0
555.24005,0.007,2.0,24.399418,0,0,0,0,0
555.421,0.002,2.0,23.979038,0,0,0,0,0
555.504,0.004,2.0,24.399418,0,0,0,0,0
555.81,0.004,2.0,24.416931,0,0,0,0,0
555.85205,0.002,2.0,24.031588,0,0,0,0,0
556.14404,0.0,2.0,24.049103,0,0,0,0,0
556.283,0.004,2.0,24.329353,0,0,0,0,0
556.505,0.0060000005,2.0,24.154196,0,0,0,0,0
556.547,-0.001,2.0,24.171713,0,0,0,0,0
556.93604,0.002,2.0,24.399418,0,0,0,0,0
556.922,0.004,2.0,24.451963,0,0,0,0,0
557.187,0.002,2.0,24.434448,0,0,0,0,0
557.103,0.007,2.0,24.206745,0,0,0,0,0
557.38104,0.008,2.0,24.049103,0,0,0,0,0
557.57605,0.010000001,2.0,24.13668,0,0,0,0,0
557.784,0.010000001,2.0,24.381903,0,0,0,0,0
557.882,0.007,2.0,23.94401,0,0,0,0,0
558.07605,-0.001,2.0,24.46948,0,0,0,0,0
558.257,0.010000001,2.0,24.154196,0,0,0,0,0
558.28503,0.0060000005,2.0,24.276806,0,0,0,0,0
565.403,0.675,2.0,24.189228,0,0,0,0,0
579.473,0.011000001,2.0,24.34687,0,0,0,0,0
579.58405,0.002,2.0,24.119165,0,0,0,0,0
579.57,0.002,2.0,24.25929,0,0,0,0,0
579.50104,0.0050000004,2.0,24.294323,0,0,0,0,0
579.54205,0.001,2.0,24.119165,0,0,0,0,0
579.445,0.0,2.0,24.13668,0,0,0,0,0
579.515,0.0030000003,2.0,24.189228,0,0,0,0,0
579.487,-0.001,2.0,24.22426,0,0,0,0,0
579.528,0.002,2.0,24.049103,0,0,0,0,0
579.445,0.007,2.0,24.329353,0,0,0,0,0
579.515,0.0,2.0,24.154196,0,0,0,0,0
579.62604,0.0050000004,2.0,24.241774,0,0,0,0,0
579.473,0.0,2.0,24.171713,0,0,0,0,0
579.612,0.0,2.0,24.171713,0,0,0,0,0
579.473,0.0,2.0,24.154196,0,0,0,0,0
579.58405,0.001,2.0,24.22426,0,0,0,0,0
579.62604,0.0030000003,2.0,24.154196,0,0,0,0,0
579.58405,0.0,2.0,24.206745,0,0,0,0,0
579.57,-0.0060000005,2.0,24.206745,0,0,0,0,0
579.431,0.0050000004,2.0,24.311838,0,0,0,0,0
579.445,0.0,2.0,23.85643,0,0,0,0,0
579.528,-0.001,2.0,23.768852,0,0,0,0,0
579.38904,0.0030000003,2.0,23.73382,0,0,0,0,0
579.57,0.002,2.0,23.94401,0,0,0,0,0
579.58405,0.0050000004,2.0,23.908978,0,0,0,0,0
579.556,0.0,2.0,23.821398,0,0,0,0,0
579.57,0.0030000003,2.0,24.22426,0,0,0,0,0
579.487,-0.001,2.0,24.031588,0,0,0,0,0
579.515,-0.004,2.0,24.171713,0,0,0,0,0
579.473,0.0,2.0,23.908978,0,0,0,0,0
579.431,0.0030000003,2.0,24.206745,0,0,0,0,0
579.487,-0.011000001,2.0,24.206745,0,0,0,0,0
579.62604,-0.0060000005,2.0,23.94401,0,0,0,0,0
579.528,-0.002,2.0,24.101648,0,0,0,0,0
579.598,-0.0050000004,2.0,24.206745,0,0,0,0,0
579.612,0.0050000004,2.0,24.066618,0,0,0,0,0
579.62604,0.0030000003,2.0,24.154196,0,0,0,0,0
579.58405,0.0030000003,2.0,24.066618,0,0,0,0,0
579.515,-0.001,2.0,24.101648,0,0,0,0,0
579.528,-0.001,2.0,24.031588,0,0,0,0,0
579.556,0.004,2.0,24.01407,0,0,0,0,0
579.431,-0.0030000003,2.0,24.084135,0,0,0,0,0
579.556,-0.004,2.0,24.22426,0,0,0,0,0
579.54205,-0.001,2.0,24.101648,0,0,0,0,0
579.57,-0.001,2.0,24.101648,0,0,0,0,0
579.695,0.004,2.0,24.01407,0,0,0,0,0
579.58405,0.0030000003,2.0,24.066618,0,0,0,0,0
579.487,0.008,2.0,24.084135,0,0,0,0,0
579.473,-0.004,2.0,24.01407,0,0,0,0,0
579.50104,0.001,2.0,23.751335,0,0,0,0,0
579.487,0.0,2.0,24.154196,0,0,0,0,0
579.515,-0.0050000004,2.0,24.119165,0,0,0,0,0
579.54205,0.0,2.0,24.01407,0,0,0,0,0
579.515,0.0,2.0,24.206745,0,0,0,0,0
579.668,-0.001,2.0,24.119165,0,0,0,0,0
579.58405,0.001,2.0,24.031588,0,0,0,0,0
579.50104,0.0,2.0,24.189228,0,0,0,0,0
579.50104,0.004,2.0,23.80388,0,0,0,0,0
579.57,0.001,2.0,23.961523,0,0,0,0,0
579.515,0.001,2.0,24.066618,0,0,0,0,0
579.556,0.0,2.0,24.206745,0,0,0,0,0
579.515,0.001,2.0,23.80388,0,0,0,0,0
579.487,-0.002,2.0,23.996555,0,0,0,0,0
579.681,0.002,2.0,24.049103,0,0,0,0,0
579.473,-0.0030000003,2.0,24.066618,0,0,0,0,0
579.50104,-0.001,2.0,24.01407,0,0,0,0,0
579.445,0.0030000003,2.0,24.206745,0,0,0,0,0
579.515,-0.0030000003,2.0,24.101648,0,0,0,0,0
579.445,0.0,2.0,24.01407,0,0,0,0,0
579.403,-0.001,2.0,24.171713,0,0,0,0,0
579.54205,-0.002,2.0,24.066618,0,0,0,0,0
579.57,0.0030000003,2.0,24.01407,0,0,0,0,0
579.487,0.004,2.0,24.084135,0,0,0,0,0
579.58405,-0.0030000003,2.0,24.13668,0,0,0,0,0
579.445,-0.001,2.0,23.838913,0,0,0,0,0
579.431,0.007,2.0,23.873945,0,0,0,0,0
579.57,0.0,2.0,24.066618,0,0,0,0,0
579.41705,-0.002,2.0,24.049103,0,0,0,0,0
579.515,0.004,2.0,23.89146,0,0,0,0,0
579.515,0.0,2.0,23.961523,0,0,0,0,0
579.54205,0.002,2.0,23.996555,0,0,0,0,0
579.41705,0.0,2.0,23.89146,0,0,0,0,0
579.41705,0.0,2.0,23.961523,0,0,0,0,0
579.598,-0.004,2.0,24.101648,0,0,0,0,0
579.598,0.0,2.0,24.084135,0,0,0,0,0
579.50104,0.0030000003,2.0,24.189228,0,0,0,0,0
579.528,0.008,2.0,23.961523,0,0,0,0,0
579.612,0.0,2.0,23.961523,0,0,0,0,0
579.556,-0.001,2.0,24.084135,0,0,0,0,0
579.473,0.002,2.0,24.171713,0,0,0,0,0
579.528,-0.002,2.0,24.066618,0,0,0,0,0
579.528,-0.002,2.0,24.01407,0,0,0,0,0
579.54205,-0.002,2.0,24.101648,0,0,0,0,0
579.515,-0.001,2.0,24.22426,0,0,0,0,0
579.528,-0.001,2.0,24.119165,0,0,0,0,0
579.473,0.004,2.0,24.049103,0,0,0,0,0
579.58405,0.004,2.0,24.031588,0,0,0,0,0
579.62604,-0.0050000004,2.0,24.084135,0,0,0,0,0
579.58405,0.001,2.0,24.22426,0,0,0,0,0
579.50104,-0.001,2.0,23.961523,0,0,0,0,0
579.62604,-0.001,2.0,23.92649,0,0,0,0,0
579.487,-0.009000001,2.0,24.189228,0,0,0,0,0
579.695,0.0050000004,2.0,24.119165,0,0,0,0,0
579.668,0.0050000004,2.0,24.189228,0,0,0,0,0
579.528,-0.001,2.0,23.979038,0,0,0,0,0
579.54205,0.0050000004,2.0,24.031588,0,0,0,0,0
579.556,-0.004,2.0,24.066618,0,0,0,0,0
579.612,0.002,2.0,24.01407,0,0,0,0,0
579.612,0.0,2.0,24.154196,0,0,0,0,0
579.58405,0.0,2.0,24.031588,0,0,0,0,0
579.54205,0.0,2.0,24.049103,0,0,0,0,0
579.556,0.002,2.0,24.171713,0,0,0,0,0
579.57,0.0050000004,2.0,23.92649,0,0,0,0,0
579.431,-0.004,2.0,24.066618,0,0,0,0,0
579.45905,0.0050000004,2.0,24.066618,0,0,0,0,0
579.403,0.001,2.0,24.171713,0,0,0,0,0
579.515,-0.0050000004,2.0,24.241774,0,0,0,0,0
579.473,0.0,2.0,24.084135,0,0,0,0,0
579.515,0.007,2.0,23.94401,0,0,0,0,0
579.54205,-0.002,2.0,23.979038,0,0,0,0,0
579.62604,-0.0050000004,2.0,24.119165,0,0,0,0,0
579.612,-0.0030000003,2.0,24.049103,0,0,0,0,0
579.445,0.0060000005,2.0,24.13668,0,0,0,0,0
579.445,0.004,2.0,24.066618,0,0,0,0,0
579.598,-0.0030000003,2.0,24.101648,0,0,0,0,0
579.515,-0.0030000003,2.0,24.101648,0,0,0,0,0
579.54205,0.0,2.0,23.92649,0,0,0,0,0
579.695,-0.001,2.0,24.154196,0,0,0,0,0
579.54205,0.0,2.0,24.084135,0,0,0,0,0
579.487,0.0,2.0,24.066618,0,0,0,0,0
579.556,-0.004,2.0,23.979038,0,0,0,0,0
579.681,0.002,2.0,24.049103,0,0,0,0,0
579.473,-0.001,2.0,23.979038,0,0,0,0,0
579.556,-0.0030000003,2.0,24.084135,0,0,0,0,0
579.612,0.0030000003,2.0,24.031588,0,0,0,0,0
579.62604,0.002,2.0,24.084135,0,0,0,0,0
579.445,0.0,2.0,23.92649,0,0,0,0,0
579.37604,0.0030000003,2.0,24.01407,0,0,0,0,0
579.681,-0.004,2.0,24.101648,0,0,0,0,0
579.487,0.002,2.0,24.084135,0,0,0,0,0
579.473,-0.002,2.0,24.066618,0,0,0,0,0
579.54205,0.0060000005,2.0,24.154196,0,0,0,0,0
579.515,-0.002,2.0,23.821398,0,0,0,0,0
579.58405,-0.0050000004,2.0,24.101648,0,0,0,0,0
579.54205,-0.008,2.0,23.838913,0,0,0,0,0
579.612,-0.002,2.0,23.85643,0,0,0,0,0
579.473,-0.007,2.0,24.22426,0,0,0,0,0
579.41705,0.0030000003,2.0,24.084135,0,0,0,0,0
579.556,0.0,2.0,24.119165,0,0,0,0,0
579.54205,0.0,2.0,23.94401,0,0,0,0,0
579.54205,-0.001,2.0,24.031588,0,0,0,0,0
579.556,-0.002,2.0,23.821398,0,0,0,0,0
579.528,0.0,2.0,24.101648,0,0,0,0,0
579.57,-0.001,2.0,24.119165,0,0,0,0,0
579.54205,-0.002,2.0,23.85643,0,0,0,0,0
579.598,0.001,2.0,24.084135,0,0,0,0,0
579.612,0.0050000004,2.0,24.241774,0,0,0,0,0
579.54205,-0.001,2.0,23.996555,0,0,0,0,0
579.556,0.0,2.0,24.119165,0,0,0,0,0
579.57,0.002,2.0,24.049103,0,0,0,0,0
579.515,0.007,2.0,24.171713,0,0,0,0,0
579.54205,0.004,2.0,23.80388,0,0,0,0,0
579.58405,-0.0050000004,2.0,24.084135,0,0,0,0,0
579.54205,-0.0030000003,2.0,24.154196,0,0,0,0,0
579.445,0.002,2.0,23.996555,0,0,0,0,0
579.487,-0.001,2.0,23.838913,0,0,0,0,0
579.65405,0.0,2.0,24.084135,0,0,0,0,0
579.58405,-0.0060000005,2.0,24.154196,0,0,0,0,0
579.65405,-0.001,2.0,24.171713,0,0,0,0,0
579.473,-0.002,2.0,24.119165,0,0,0,0,0
579.57,0.0050000004,2.0,24.01407,0,0,0,0,0
579.62604,0.0,2.0,23.979038,0,0,0,0,0
