/'Data'/'Voltage',/'Data'/'Current',/'Data'/'Energy',/'Data'/'GLV',/'Data'/'Violation',/'Data'/'TeamSignal1',/'Data'/'TeamSignal2',/'Data'/'TeamSignal3',/'Data'/'TeamSignal4'
452.86502,0.033,0.0,15.431362,False,0,0,0,0
452.86502,0.033,0.0,15.431362,False,0,0,0,0
454.89203,0.033,0.0,15.343783,False,0,0,0,0
457.497,0.039,0.0,15.081047,False,0,0,0,0
459.579,0.034,0.0,15.4663925,False,0,0,0,0
461.26102,0.030000001,0.0,15.15111,False,0,0,0,0
463.57602,0.029000001,0.0,15.308751,False,0,0,0,0
465.16202,0.028,0.0,15.238688,False,0,0,0,0
466.89902,0.028,0.0,15.186141,False,0,0,0,0
469.02203,0.021000002,0.0,15.238688,False,0,0,0,0
470.441,0.025,0.0,15.221172,False,0,0,0,0
471.86102,0.021000002,0.0,15.0285,False,0,0,0,0
473.584,0.022000002,0.0,15.308751,False,0,0,0,0
475.07303,0.023000002,0.0,15.203656,False,0,0,0,0
476.16202,0.027,0.0,15.238688,False,0,0,0,0
477.77502,0.021000002,0.0,15.203656,False,0,0,0,0
478.933,0.023000002,0.0,15.39633,False,0,0,0,0
479.95303,0.022000002,0.0,15.221172,False,0,0,0,0
481.497,0.021000002,0.0,15.186141,False,0,0,0,0
482.42102,0.013,0.0,15.308751,False,0,0,0,0
483.39902,0.015000001,0.0,15.203656,False,0,0,0,0
484.81903,0.018000001,0.0,15.256205,False,0,0,0,0
485.52203,0.021000002,0.0,15.081047,False,0,0,0,0
486.46002,0.012000001,0.0,14.975952,False,0,0,0,0
487.493,0.011000001,0.0,15.046016,False,0,0,0,0
488.321,0.007,0.0,15.133594,False,0,0,0,0
489.01,0.010000001,0.0,15.186141,False,0,0,0,0
489.506,-0.002,0.0,15.221172,False,0,0,0,0
489.42303,-0.002,0.0,15.273719,False,0,0,0,0
489.09302,-0.0050000004,0.0,15.238688,False,0,0,0,0
488.90002,-0.004,0.0,15.361298,False,0,0,0,0
488.69302,0.0,0.0,15.326267,False,0,0,0,0
488.56903,-0.001,0.0,15.256205,False,0,0,0,0
488.30704,-0.007,0.0,15.221172,False,0,0,0,0
487.976,-0.001,0.0,15.343783,False,0,0,0,0
488.03104,-0.0030000003,0.0,15.15111,False,0,0,0,0
496.39902,0.36900002,0.0,15.221172,False,0,0,0,0
513.64404,0.0030000003,0.0,15.15111,False,0,0,0,0
513.616,0.002,0.0,15.238688,False,0,0,0,0
513.768,0.001,0.0,15.273719,False,0,0,0,0
513.685,0.002,0.0,15.168626,False,0,0,0,0
513.713,0.007,0.0,15.133594,False,0,0,0,0
513.726,0.001,0.0,15.291235,False,0,0,0,0
513.671,0.0030000003,0.0,15.256205,False,0,0,0,0
513.726,0.001,0.0,15.273719,False,0,0,0,0
513.85004,0.002,0.0,15.186141,False,0,0,0,0
513.713,-0.001,0.0,15.273719,False,0,0,0,0
513.713,0.001,0.0,15.221172,False,0,0,0,0
513.754,0.004,0.0,15.343783,False,0,0,0,0
513.754,-0.0030000003,0.0,15.308751,False,0,0,0,0
513.754,-0.001,0.0,15.133594,False,0,0,0,0
513.768,0.001,0.0,15.010983,False,0,0,0,0
513.685,0.001,0.0,15.203656,False,0,0,0,0
513.726,-0.0030000003,0.0,15.308751,False,0,0,0,0
513.74005,-0.0030000003,0.0,15.326267,False,0,0,0,0
513.726,0.0,0.0,15.256205,False,0,0,0,0
513.671,0.002,0.0,15.256205,False,0,0,0,0
513.78204,0.001,0.0,15.238688,False,0,0,0,0
513.74005,0.0030000003,0.0,15.343783,False,0,0,0,0
513.63,0.0030000003,0.0,15.326267,False,0,0,0,0
513.685,0.0,0.0,15.238688,False,0,0,0,0
513.64404,0.0,0.0,15.273719,False,0,0,0,0
513.754,0.0030000003,0.0,15.308751,False,0,0,0,0
513.726,0.007,0.0,15.273719,False,0,0,0,0
513.616,0.001,0.0,15.0285,False,0,0,0,0
