/'Data'/'Voltage',/'Data'/'Current',/'Data'/'Energy',/'Data'/'GLV',/'Data'/'Violation',/'Data'/'TeamSignal1',/'Data'/'TeamSignal2',/'Data'/'TeamSignal3',/'Data'/'TeamSignal4'
207.47002,0.15100001,0.0,13.522146,False,0,0,0,0
207.47002,0.15100001,0.0,13.522146,False,0,0,0,0
209.141,0.149,0.0,13.241895,False,0,0,0,0
211.285,0.14400001,0.0,13.276926,False,0,0,0,0
212.89902,0.148,0.0,13.364505,False,0,0,0,0
214.626,0.142,0.0,13.399536,False,0,0,0,0
216.686,0.141,0.0,13.417052,False,0,0,0,0
218.25902,0.143,0.0,13.417052,False,0,0,0,0
219.81801,0.132,0.0,13.522146,False,0,0,0,0
221.71101,0.135,0.0,13.539662,False,0,0,0,0
223.242,0.13100001,0.0,13.25941,False,0,0,0,0
224.69002,0.128,0.0,13.294442,False,0,0,0,0
226.56902,0.125,0.0,13.399536,False,0,0,0,0
228.003,0.135,0.0,13.382021,False,0,0,0,0
229.298,0.124000005,0.0,13.22438,False,0,0,0,0
231.30202,0.120000005,0.0,13.417052,False,0,0,0,0
232.54102,0.125,0.0,13.522146,False,0,0,0,0
233.75201,0.116000004,0.0,13.434567,False,0,0,0,0
235.548,0.109000005,0.0,13.574694,False,0,0,0,0
236.89801,0.11000001,0.0,13.399536,False,0,0,0,0
238.10901,0.11100001,0.0,13.557178,False,0,0,0,0
239.72401,0.11400001,0.0,13.574694,False,0,0,0,0
240.86601,0.104,0.0,13.364505,False,0,0,0,0
242.11902,0.11000001,0.0,13.522146,False,0,0,0,0
243.63602,0.102000006,0.0,13.487115,False,0,0,0,0
244.77701,0.093,0.0,13.557178,False,0,0,0,0
245.96101,0.098000005,0.0,13.504631,False,0,0,0,0
247.47801,0.101,0.0,13.504631,False,0,0,0,0
248.48001,0.097,0.0,13.206863,False,0,0,0,0
249.63602,0.094000004,0.0,13.487115,False,0,0,0,0
250.94402,0.09600001,0.0,13.3294735,False,0,0,0,0
252.1,0.093,0.0,13.487115,False,0,0,0,0
253.046,0.091000006,0.0,13.399536,False,0,0,0,0
254.42401,0.086,0.0,13.417052,False,0,0,0,0
255.27301,0.086,0.0,13.399536,False,0,0,0,0
256.30402,0.089,0.0,13.487115,False,0,0,0,0
257.54202,0.08800001,0.0,13.469599,False,0,0,0,0
258.6,0.087000005,0.0,13.469599,False,0,0,0,0
259.422,0.089,0.0,13.3294735,False,0,0,0,0
260.56302,0.080000006,0.0,13.59221,False,0,0,0,0
261.579,0.083000004,0.0,13.504631,False,0,0,0,0
262.51202,0.085,0.0,13.434567,False,0,0,0,0
263.54202,0.082,0.0,13.346989,False,0,0,0,0
264.489,0.07700001,0.0,13.399536,False,0,0,0,0
265.282,0.078,0.0,13.364505,False,0,0,0,0
266.354,0.071,0.0,13.294442,False,0,0,0,0
267.16202,0.074,0.0,13.557178,False,0,0,0,0
267.858,0.072000004,0.0,13.311958,False,0,0,0,0
268.92902,0.07,0.0,13.557178,False,0,0,0,0
269.695,0.066,0.0,13.452084,False,0,0,0,0
270.475,0.065000005,0.0,13.171831,False,0,0,0,0
271.43503,0.069000006,0.0,13.469599,False,0,0,0,0
272.187,0.063,0.0,13.346989,False,0,0,0,0
272.92502,0.067,0.0,13.434567,False,0,0,0,0
273.73203,0.060000002,0.0,13.399536,False,0,0,0,0
274.47,0.068,0.0,13.557178,False,0,0,0,0
275.12402,0.063,0.0,13.3294735,False,0,0,0,0
276.21002,0.063,0.0,13.504631,False,0,0,0,0
276.711,0.07,0.0,13.522146,False,0,0,0,0
277.393,0.058000002,0.0,13.539662,False,0,0,0,0
278.2,0.054,0.0,13.417052,False,0,0,0,0
278.841,0.059000004,0.0,13.3294735,False,0,0,0,0
279.48102,0.053000003,0.0,13.399536,False,0,0,0,0
280.33002,0.057000004,0.0,13.434567,False,0,0,0,0
280.859,0.051000003,0.0,13.364505,False,0,0,0,0
281.5,0.051000003,0.0,13.469599,False,0,0,0,0
282.224,0.054,0.0,13.522146,False,0,0,0,0
282.739,0.056,0.0,13.522146,False,0,0,0,0
283.281,0.054,0.0,13.574694,False,0,0,0,0
284.04703,0.049000002,0.0,13.276926,False,0,0,0,0
284.66,0.056,0.0,13.294442,False,0,0,0,0
284.66,0.047000002,0.0,13.346989,False,0,0,0,0
285.80103,0.051000003,0.0,13.452084,False,0,0,0,0
285.80103,0.049000002,0.0,13.399536,False,0,0,0,0
286.27402,0.046000004,0.0,13.346989,False,0,0,0,0
286.915,0.046000004,0.0,13.311958,False,0,0,0,0
287.458,0.046000004,0.0,13.487115,False,0,0,0,0
287.91702,0.042000003,0.0,13.3294735,False,0,0,0,0
288.321,0.049000002,0.0,13.434567,False,0,0,0,0
289.058,0.049000002,0.0,13.487115,False,0,0,0,0
289.50403,0.041,0.0,13.522146,False,0,0,0,0
289.92203,0.046000004,0.0,13.417052,False,0,0,0,0
290.39502,0.045,0.0,13.417052,False,0,0,0,0
291.02103,0.044000003,0.0,13.241895,False,0,0,0,0
291.411,0.039,0.0,13.469599,False,0,0,0,0
291.98203,0.048000004,0.0,13.574694,False,0,0,0,0
292.372,0.041,0.0,13.469599,False,0,0,0,0
292.76102,0.044000003,0.0,13.539662,False,0,0,0,0
293.30402,0.040000003,0.0,13.487115,False,0,0,0,0
293.694,0.038000003,0.0,13.346989,False,0,0,0,0
294.09802,0.036000002,0.0,13.417052,False,0,0,0,0
294.599,0.038000003,0.0,13.241895,False,0,0,0,0
295.01602,0.035,0.0,13.504631,False,0,0,0,0
295.364,0.034,0.0,13.417052,False,0,0,0,0
295.86603,0.037,0.0,13.382021,False,0,0,0,0
296.186,0.033,0.0,13.469599,False,0,0,0,0
296.53403,0.034,0.0,13.469599,False,0,0,0,0
296.993,0.032,0.0,13.346989,False,0,0,0,0
297.341,0.041,0.0,13.487115,False,0,0,0,0
297.647,0.027,0.0,13.539662,False,0,0,0,0
298.009,0.032,0.0,13.364505,False,0,0,0,0
298.51,0.032,0.0,13.311958,False,0,0,0,0
298.664,0.035,0.0,13.382021,False,0,0,0,0
299.12302,0.033,0.0,13.382021,False,0,0,0,0
299.54102,0.026,0.0,13.3294735,False,0,0,0,0
299.903,0.036000002,0.0,13.469599,False,0,0,0,0
300.153,0.031000001,0.0,13.522146,False,0,0,0,0
300.501,0.030000001,0.0,13.609725,False,0,0,0,0
300.696,0.027,0.0,13.662272,False,0,0,0,0
301.183,0.025,0.0,13.364505,False,0,0,0,0
301.26703,0.021000002,0.0,13.364505,False,0,0,0,0
301.74002,0.019000001,0.0,13.3294735,False,0,0,0,0
302.005,0.034,0.0,13.382021,False,0,0,0,0
302.22702,0.027,0.0,13.452084,False,0,0,0,0
302.561,0.027,0.0,13.417052,False,0,0,0,0
302.88202,0.031000001,0.0,13.364505,False,0,0,0,0
303.216,0.032,0.0,13.487115,False,0,0,0,0
303.43802,0.020000001,0.0,13.609725,False,0,0,0,0
303.68903,0.029000001,0.0,13.62724,False,0,0,0,0
303.967,0.028,0.0,13.22438,False,0,0,0,0
304.12003,0.020000001,0.0,13.346989,False,0,0,0,0
304.496,0.023000002,0.0,13.417052,False,0,0,0,0
304.70502,0.028,0.0,12.961643,False,0,0,0,0
305.053,0.018000001,0.0,13.241895,False,0,0,0,0
305.29,0.016,0.0,13.3294735,False,0,0,0,0
305.345,0.029000001,0.0,13.346989,False,0,0,0,0
316.78802,1.7040001,0.0,13.399536,False,0,0,0,0
326.65802,0.002,0.0,13.346989,False,0,0,0,0
326.505,0.009000001,0.0,13.311958,False,0,0,0,0
326.79703,0.010000001,0.0,13.25941,False,0,0,0,0
326.61603,0.001,0.0,13.346989,False,0,0,0,0
326.72702,0.007,0.0,13.364505,False,0,0,0,0
326.63,0.002,0.0,13.346989,False,0,0,0,0
326.72702,0.010000001,0.0,13.417052,False,0,0,0,0
326.65802,0.0,0.0,13.311958,False,0,0,0,0
326.699,0.0,0.0,13.399536,False,0,0,0,0
326.72702,0.0060000005,0.0,13.382021,False,0,0,0,0
326.61603,0.002,0.0,13.434567,False,0,0,0,0
326.574,0.0,0.0,13.522146,False,0,0,0,0
326.699,0.0050000004,0.0,13.434567,False,0,0,0,0
326.67203,-0.002,0.0,13.469599,False,0,0,0,0
326.686,0.002,0.0,13.382021,False,0,0,0,0
326.686,-0.002,0.0,13.189347,False,0,0,0,0
326.644,0.0,0.0,13.25941,False,0,0,0,0
326.79703,0.0,0.0,13.417052,False,0,0,0,0
326.63,0.008,0.0,13.62724,False,0,0,0,0
326.74103,0.001,0.0,13.679789,False,0,0,0,0
326.644,0.009000001,0.0,13.504631,False,0,0,0,0
326.755,0.0030000003,0.0,13.59221,False,0,0,0,0
326.65802,0.010000001,0.0,13.59221,False,0,0,0,0
326.74103,0.002,0.0,13.539662,False,0,0,0,0
326.699,0.004,0.0,13.539662,False,0,0,0,0
326.686,0.007,0.0,13.382021,False,0,0,0,0
326.811,0.0030000003,0.0,13.364505,False,0,0,0,0
326.67203,0.012000001,0.0,13.399536,False,0,0,0,0
326.644,0.0050000004,0.0,13.469599,False,0,0,0,0
326.67203,0.0030000003,0.0,13.487115,False,0,0,0,0
326.54602,0.002,0.0,13.311958,False,0,0,0,0
326.63,0.010000001,0.0,13.557178,False,0,0,0,0
326.74103,0.0,0.0,13.557178,False,0,0,0,0
326.63,0.008,0.0,13.522146,False,0,0,0,0
326.74103,0.012000001,0.0,13.434567,False,0,0,0,0
326.644,0.0,0.0,13.25941,False,0,0,0,0
326.755,0.0050000004,0.0,13.382021,False,0,0,0,0
326.686,0.0050000004,0.0,13.382021,False,0,0,0,0
326.644,0.009000001,0.0,13.417052,False,0,0,0,0
326.63,0.001,0.0,13.469599,False,0,0,0,0
326.519,0.0030000003,0.0,13.434567,False,0,0,0,0
326.65802,0.007,0.0,13.434567,False,0,0,0,0
326.56003,0.0050000004,0.0,13.609725,False,0,0,0,0
326.686,0.008,0.0,13.522146,False,0,0,0,0
326.644,0.001,0.0,13.399536,False,0,0,0,0
326.72702,0.0050000004,0.0,13.382021,False,0,0,0,0
326.79703,0.008,0.0,13.382021,False,0,0,0,0
326.67203,0.004,0.0,13.346989,False,0,0,0,0
326.769,0.009000001,0.0,13.487115,False,0,0,0,0
326.63,0.013,0.0,13.434567,False,0,0,0,0
326.65802,0.0,0.0,13.522146,False,0,0,0,0
326.588,0.0,0.0,13.382021,False,0,0,0,0
326.67203,0.0,0.0,13.487115,False,0,0,0,0
326.61603,0.001,0.0,13.276926,False,0,0,0,0
326.686,0.0030000003,0.0,13.3294735,False,0,0,0,0
326.699,0.004,0.0,13.294442,False,0,0,0,0
326.713,0.002,0.0,13.382021,False,0,0,0,0
326.65802,0.0050000004,0.0,13.434567,False,0,0,0,0
326.61603,0.002,0.0,13.452084,False,0,0,0,0
326.72702,0.0060000005,0.0,13.276926,False,0,0,0,0
326.713,0.0030000003,0.0,13.487115,False,0,0,0,0
326.67203,0.0060000005,0.0,13.504631,False,0,0,0,0
326.72702,0.0050000004,0.0,13.469599,False,0,0,0,0
326.686,0.004,0.0,13.346989,False,0,0,0,0
326.699,0.010000001,0.0,13.364505,False,0,0,0,0
326.67203,0.0030000003,0.0,13.364505,False,0,0,0,0
326.72702,0.0030000003,0.0,13.452084,False,0,0,0,0
326.699,0.007,0.0,13.399536,False,0,0,0,0
326.67203,0.008,0.0,13.364505,False,0,0,0,0
326.769,0.0050000004,0.0,13.434567,False,0,0,0,0
326.699,0.0030000003,0.0,13.504631,False,0,0,0,0
326.72702,0.0,0.0,13.189347,False,0,0,0,0
326.644,0.0,0.0,13.399536,False,0,0,0,0
326.54602,0.0050000004,0.0,13.382021,False,0,0,0,0
326.63,0.007,0.0,13.364505,False,0,0,0,0
326.79703,0.0030000003,0.0,13.434567,False,0,0,0,0
326.67203,0.002,0.0,13.434567,False,0,0,0,0
326.686,0.0060000005,0.0,13.452084,False,0,0,0,0
326.811,0.0050000004,0.0,13.487115,False,0,0,0,0
326.713,0.004,0.0,13.574694,False,0,0,0,0
326.67203,0.002,0.0,13.522146,False,0,0,0,0
326.67203,-0.001,0.0,13.364505,False,0,0,0,0
326.825,0.0030000003,0.0,13.382021,False,0,0,0,0
326.72702,0.002,0.0,13.346989,False,0,0,0,0
326.699,0.0,0.0,13.452084,False,0,0,0,0
326.61603,0.001,0.0,12.944127,False,0,0,0,0
326.67203,-0.001,0.0,13.452084,False,0,0,0,0
326.65802,0.0,0.0,13.364505,False,0,0,0,0
326.67203,0.0030000003,0.0,13.557178,False,0,0,0,0
326.644,0.0030000003,0.0,13.504631,False,0,0,0,0
326.755,0.0030000003,0.0,13.434567,False,0,0,0,0
326.65802,0.008,0.0,13.346989,False,0,0,0,0
326.67203,0.004,0.0,13.417052,False,0,0,0,0
326.699,0.008,0.0,13.382021,False,0,0,0,0
326.686,0.004,0.0,13.417052,False,0,0,0,0
326.686,0.002,0.0,13.3294735,False,0,0,0,0
326.63,0.010000001,0.0,13.504631,False,0,0,0,0
326.686,0.0060000005,0.0,13.522146,False,0,0,0,0
326.713,0.0060000005,0.0,13.364505,False,0,0,0,0
326.713,0.0,0.0,13.469599,False,0,0,0,0
326.755,0.004,0.0,13.364505,False,0,0,0,0
326.699,0.001,0.0,13.382021,False,0,0,0,0
326.713,0.002,0.0,13.434567,False,0,0,0,0
326.65802,0.0030000003,0.0,13.487115,False,0,0,0,0
326.769,0.009000001,0.0,13.504631,False,0,0,0,0
326.74103,0.004,0.0,13.434567,False,0,0,0,0
326.713,0.004,0.0,13.59221,False,0,0,0,0
326.49103,0.002,0.0,13.504631,False,0,0,0,0
326.65802,0.007,0.0,13.364505,False,0,0,0,0
326.699,0.007,0.0,13.3294735,False,0,0,0,0
326.67203,0.0,0.0,13.452084,False,0,0,0,0
326.811,0.0060000005,0.0,13.382021,False,0,0,0,0
326.67203,0.0,0.0,13.364505,False,0,0,0,0
326.79703,0.008,0.0,13.487115,False,0,0,0,0
326.699,0.001,0.0,13.452084,False,0,0,0,0
326.74103,0.004,0.0,13.3294735,False,0,0,0,0
326.72702,0.004,0.0,13.59221,False,0,0,0,0
326.755,0.0050000004,0.0,13.487115,False,0,0,0,0
326.588,0.0050000004,0.0,13.417052,False,0,0,0,0
326.74103,0.002,0.0,13.3294735,False,0,0,0,0
326.74103,0.0050000004,0.0,13.434567,False,0,0,0,0
326.74103,0.0030000003,0.0,13.346989,False,0,0,0,0
326.60202,0.009000001,0.0,13.504631,False,0,0,0,0
326.63,0.0050000004,0.0,13.469599,False,0,0,0,0
326.699,0.0030000003,0.0,13.469599,False,0,0,0,0
326.699,0.012000001,0.0,13.469599,False,0,0,0,0
326.72702,-0.0050000004,0.0,13.241895,False,0,0,0,0
326.755,0.0,0.0,13.276926,False,0,0,0,0
326.79703,0.0060000005,0.0,13.364505,False,0,0,0,0
326.60202,-0.001,0.0,13.399536,False,0,0,0,0
326.686,0.001,0.0,13.382021,False,0,0,0,0
326.67203,0.0060000005,0.0,13.487115,False,0,0,0,0
326.574,0.007,0.0,13.469599,False,0,0,0,0
326.699,0.0,0.0,13.504631,False,0,0,0,0
326.755,0.002,0.0,13.399536,False,0,0,0,0
326.644,0.0050000004,0.0,13.469599,False,0,0,0,0
326.74103,-0.001,0.0,13.469599,False,0,0,0,0
326.755,0.0050000004,0.0,13.311958,False,0,0,0,0
326.72702,0.007,0.0,13.399536,False,0,0,0,0
326.755,0.0030000003,0.0,13.452084,False,0,0,0,0
326.769,0.001,0.0,13.417052,False,0,0,0,0
326.713,0.0050000004,0.0,13.469599,False,0,0,0,0
326.644,0.0060000005,0.0,13.539662,False,0,0,0,0
326.713,0.0,0.0,13.469599,False,0,0,0,0
326.65802,0.002,0.0,13.522146,False,0,0,0,0
326.67203,0.008,0.0,13.3294735,False,0,0,0,0
326.686,0.002,0.0,13.417052,False,0,0,0,0
326.769,0.0060000005,0.0,13.311958,False,0,0,0,0
326.65802,0.008,0.0,13.364505,False,0,0,0,0
326.699,0.0060000005,0.0,13.574694,False,0,0,0,0
326.74103,0.007,0.0,13.25941,False,0,0,0,0
326.72702,0.0050000004,0.0,13.417052,False,0,0,0,0
