SampleID,Voltage,Current,Energy,GLV,Power
0.0,177.74700927734375,-0.0650000050663948,0.0,25.02998161315918,-11.553556503563868
1.0,177.74700927734375,-0.0650000050663948,0.0,25.02998161315918,-11.553556503563868
2.0,180.2340087890625,-0.06599999964237213,0.0,25.02998161315918,-11.89544451562142
3.0,181.95701599121094,-0.05100000277161598,0.0,24.94240379333496,-9.279808319866731
4.0,183.7080078125,-0.05700000375509262,0.0,24.802278518676758,-10.471357135153085
5.0,186.09800720214844,-0.0650000050663948,0.0,24.94240379333496,-12.096371410985626
6.0,187.9180145263672,-0.058000002056360245,0.0,25.012468338012695,-10.899245228956431
7.0,189.6820068359375,-0.05700000375509262,0.0,24.977436065673828,-10.811875101921942
8.0,191.989013671875,-0.05400000140070915,0.0,24.837310791015625,-10.367407007202019
9.0,193.76800537109375,-0.05700000375509262,0.0,25.415328979492188,-11.04477703376915
10.0,195.4630126953125,-0.058000002056360245,0.0,25.415328979492188,-11.336855138270494
11.0,197.71400451660156,-0.055000003427267075,0.0,25.20513916015625,-10.874270926031784
12.0,199.4510040283203,-0.05900000408291817,0.0,25.20513916015625,-11.767610052013026
13.0,201.06300354003906,-0.052000001072883606,0.0,25.31023597717285,-10.455276399799232
14.0,203.24400329589844,-0.05300000309944153,0.0,25.32775115966797,-10.771932804625521
15.0,204.84201049804688,-0.052000001072883606,0.0,25.2927188873291,-10.651784765670072
16.0,206.46800231933594,-0.05700000375509262,0.0,25.22265625,-11.76867690750862
17.0,208.70501708984375,-0.05300000309944153,0.0,25.362781524658203,-11.061366552630716
18.0,210.26101684570312,-0.05300000309944153,0.0,25.415328979492188,-11.143834544513993
19.0,211.8870086669922,-0.04800000414252281,0.0,25.450361251831055,-10.170577293762392
20.0,214.02700805664062,-0.04700000211596489,0.0,25.38029670715332,-10.059269831535744
21.0,215.62501525878906,-0.05000000074505806,0.0,25.2927188873291,-10.781250923592609
22.0,217.19500732421875,-0.05100000277161598,0.0,25.362781524658203,-11.07694597551631
23.0,219.4600067138672,-0.05000000074505806,0.0,25.362781524658203,-10.973000499203806
24.0,221.03001403808594,-0.0560000017285347,0.0,25.2927188873291,-12.377681168190861
25.0,222.614013671875,-0.055000003427267075,0.0,25.275203704833984,-12.243771514910804
26.0,224.61500549316406,-0.05900000408291817,0.0,25.257688522338867,-13.252286241181366
27.0,226.14300537109375,-0.055000003427267075,0.0,25.275203704833984,-12.437866070462633
28.0,227.6300048828125,-0.039000000804662704,0.0,25.2927188873291,-8.877570373595063
29.0,229.6590118408203,-0.046000003814697266,0.0,25.22265625,-10.564315420757339
30.0,231.17300415039062,-0.04800000414252281,0.0,25.257688522338867,-11.096305156858193
31.0,232.7580108642578,-0.05100000277161598,0.0,25.362781524658203,-11.870659199192971
32.0,234.59201049804688,-0.04400000348687172,0.0,25.362781524658203,-10.32204927990631
33.0,236.10601806640625,-0.04800000414252281,0.0,25.38029670715332,-11.333089845262066
34.0,237.6630096435547,-0.04800000414252281,0.0,25.39781379699707,-11.407825447415064
35.0,239.51101684570312,-0.04800000414252281,0.0,25.415328979492188,-11.496529800773601
36.0,240.87200927734375,-0.05100000277161598,0.0,25.467876434326172,-12.284473140749242
37.0,242.30401611328125,-0.05100000277161598,0.0,25.415328979492188,-12.357505493351027
38.0,244.22100830078125,-0.04200000315904617,0.0,25.362781524658203,-10.257283120138254
39.0,245.6940155029297,-0.04500000178813934,0.0,25.32775115966797,-11.056231136966971
40.0,247.0830078125,-0.0430000014603138,0.0,25.38029670715332,-10.624569696756225
41.0,248.87600708007812,-0.046000003814697266,0.0,25.275203704833984,-11.448297275070217
42.0,250.3070068359375,-0.04800000414252281,0.0,25.17011070251465,-12.014737365027486
43.0,251.65501403808594,-0.04500000178813934,0.0,25.39781379699707,-11.324476081708099
44.0,253.5170135498047,-0.04800000414252281,0.0,25.38029670715332,-12.168817700590637
45.0,254.8090057373047,-0.0430000014603138,0.0,25.450361251831055,-10.956787618805208
46.0,256.1289978027344,-0.04100000113248825,0.0,25.20513916015625,-10.50128919997519
47.0,257.9770202636719,-0.046000003814697266,0.0,25.415328979492188,-11.86694391623314
48.0,259.32501220703125,-0.04800000414252281,0.0,25.257688522338867,-12.447601660197279
49.0,260.5760192871094,-0.04000000283122063,0.0,25.2927188873291,-10.423041509232576
50.0,262.29901123046875,-0.04200000315904617,0.0,25.39781379699707,-11.016559300294375
51.0,263.6330261230469,-0.04200000315904617,0.0,25.415328979492188,-11.072587929996871
52.0,265.0500183105469,-0.04800000414252281,0.0,25.362781524658203,-12.722401976881997
53.0,266.5780029296875,-0.04400000348687172,0.0,25.275203704833984,-11.72943305842955
54.0,267.77301025390625,-0.04200000315904617,0.0,25.485393524169922,-11.246467276571366
55.0,269.16302490234375,-0.03100000135600567,0.0,25.31023597717285,-8.344054136959244
56.0,270.8030090332031,-0.04100000113248825,0.0,25.240171432495117,-11.102923677042554
57.0,272.1920166015625,-0.0430000014603138,0.0,25.22265625,-11.704257111352945
58.0,273.3450012207031,-0.04700000211596489,0.0,25.31023597717285,-12.847215635761472
59.0,274.9570007324219,-0.036000002175569534,0.0,25.38029670715332,-9.898452624555262
60.0,276.166015625,-0.03500000014901161,0.0,25.20513916015625,-9.665810588026943
61.0,277.2920227050781,-0.032999999821186066,0.0,25.31023597717285,-9.1506366996839
62.0,279.0150146484375,-0.04500000178813934,0.0,25.467876434326172,-12.555676158097413
63.0,280.21002197265625,-0.03700000047683716,0.0,25.22265625,-10.367770946602832
64.0,281.4739990234375,-0.03200000151991844,0.0,25.38029670715332,-9.007168396567522
65.0,282.96099853515625,-0.039000000804662704,0.0,25.38029670715332,-11.035479170559256
66.0,284.156005859375,-0.036000002175569534,0.0,25.34526824951172,-10.22961682913865
67.0,285.406005859375,-0.03100000135600567,0.0,25.38029670715332,-8.847586568652787
68.0,286.8790283203125,-0.036000002175569534,0.0,25.275203704833984,-10.327645643656524
69.0,288.0880126953125,-0.03500000014901161,0.0,25.39781379699707,-10.083080487264397
70.0,289.2550048828125,-0.03400000184774399,0.0,25.187625885009766,-9.834670700484821
71.0,290.5890197753906,-0.03400000184774399,0.0,25.39781379699707,-9.880027209297396
72.0,291.8680114746094,-0.03800000250339508,0.0,25.415328979492188,-11.0909851666961
73.0,292.96502685546875,-0.030000001192092896,0.0,25.39781379699707,-8.78895115490559
74.0,294.5220031738281,-0.039000000804662704,0.0,25.38029670715332,-11.486358360770168
75.0,295.5080261230469,-0.03400000184774399,0.0,25.38029670715332,-10.047273434206772
76.0,296.6340026855469,-0.030000001192092896,0.0,25.257688522338867,-8.899020434181693
77.0,298.051025390625,-0.03800000250339508,0.0,25.275203704833984,-11.32593971098322
78.0,299.1210021972656,-0.03500000014901161,0.0,25.34526824951172,-10.4692351214768
79.0,300.177001953125,-0.03800000250339508,0.0,25.34526824951172,-11.40672682568038
80.0,301.6500244140625,-0.03500000014901161,0.0,25.32775115966797,-10.557750899441544
81.0,302.6780090332031,-0.03400000184774399,0.0,25.31023597717285,-10.291052866400378
82.0,303.80401611328125,-0.03500000014901161,0.0,25.362781524658203,-10.63314060923517
83.0,305.2760009765625,-0.029000001028180122,0.0,25.2927188873291,-8.853004342199029
84.0,306.1800231933594,-0.02800000086426735,0.0,25.257688522338867,-8.57304091403546
85.0,307.3050231933594,-0.029000001028180122,0.0,25.34526824951172,-8.911845988572338
86.0,308.61102294921875,-0.03400000184774399,0.0,25.502906799316406,-10.4927753505076
87.0,309.6400146484375,-0.03800000250339508,0.0,25.362781524658203,-11.766321331791914
88.0,310.6820068359375,-0.03500000014901161,0.0,25.32775115966797,-10.87387028555304
89.0,312.0710144042969,-0.03500000014901161,0.0,25.20513916015625,-10.922485550652596
90.0,313.030029296875,-0.032999999821186066,0.0,25.2927188873291,-10.329990910822744
91.0,313.9610290527344,-0.030000001192092896,0.0,25.34526824951172,-9.418831245852743
92.0,315.3230285644531,-0.02800000086426735,0.0,25.2927188873291,-8.829045072328086
93.0,316.3230285644531,-0.03700000047683716,0.0,25.39781379699707,-11.70395220771934
94.0,317.3370056152344,-0.030000001192092896,0.0,25.362781524658203,-9.520110546752221
